P_RESP_ID,P_ORGANIZATION_CODE,P_PERIOD,P_CATEGORY_SET_NAME,P_ITEM_TYPE,P_BATCH_STATUS,P_ITEM_FROM,P_ITEM_TO,PERIOD,OPERATING_UNIT,ORGANIZATION_NAME,ITEM_TYPE,CATEGORY,CAT,ITEM,ITEM_DESCRIPTION,UOM,QTY,QTY_KG,ACC_QTY,ACC_QTY_KG,SUM_QTY_PER_CAT,SUM_QTY_KG_PER_CAT,SUM_ACC_QTY_PER_CAT,SUM_ACC_QTY_KG_PER_CAT,SUM_QTY_KG_PER_ORG,SUM_ACC_QTY_KG_PER_ORG,XDO_USER_NAME
,,2023-12-31,,,,,,2023-12-31,FAC-M-Unit-250,Factory M NM,FG,,,08-012,Product 08-012,KG,41716.0,20858.21,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-A-Unit-240,Factory A NM,FG,,,02-003,Product 02-003,KG,52816.0,26408.04,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-A-Unit-240,Factory A NM,FG,,,06-009,Product 06-009,KG,54774.0,27386.93,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-A-Unit-240,Factory A NM,FG,,,06-007,Product 06-007,KG,26933.0,13466.6,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-A-Unit-240,Factory A NM,FG,,,02-010,Product 02-010,KG,9083.0,4541.43,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-A-Unit-240,Factory A NM,FG,,,08-010,Product 08-010,KG,74975.0,37487.4,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-B-Unit-251,Factory B NM,FG,,,07-001,Product 07-001,KG,95574.0,47787.12,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-B-Unit-251,Factory B NM,FG,,,02-005,Product 02-005,KG,9486.0,4743.22,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-B-Unit-251,Factory B NM,FG,,,03-003,Product 03-003,KG,11389.0,5694.46,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-B-Unit-251,Factory B NM,FG,,,04-010,Product 04-010,KG,50504.0,25252.18,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-B-Unit-251,Factory B NM,FG,,,08-015,Product 08-015,KG,82289.0,41144.28,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-C-Unit-244,Factory C NM,FG,,,08-007,Product 08-007,KG,17794.0,8897.02,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-C-Unit-244,Factory C NM,FG,,,03-007,Product 03-007,KG,43776.0,21887.76,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-C-Unit-244,Factory C NM,FG,,,06-005,Product 06-005,KG,14839.0,7419.71,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-C-Unit-244,Factory C NM,FG,,,01-005,Product 01-005,KG,70501.0,35250.27,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-C-Unit-244,Factory C NM,FG,,,03-006,Product 03-006,KG,46712.0,23355.76,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-D-Unit-252,Factory D NM,FG,,,05-012,Product 05-012,KG,4356.0,2177.89,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-D-Unit-252,Factory D NM,FG,,,01-012,Product 01-012,KG,65732.0,32865.84,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-D-Unit-252,Factory D NM,FG,,,03-012,Product 03-012,KG,22627.0,11313.66,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-D-Unit-252,Factory D NM,FG,,,08-012,Product 08-012,KG,70251.0,35125.67,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-D-Unit-252,Factory D NM,FG,,,03-009,Product 03-009,KG,32358.0,16179.2,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-E-Unit-246,Factory E NM,FG,,,08-001,Product 08-001,KG,28016.0,14008.19,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-E-Unit-246,Factory E NM,FG,,,08-014,Product 08-014,KG,22457.0,11228.38,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-E-Unit-246,Factory E NM,FG,,,08-008,Product 08-008,KG,94538.0,47269.04,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-E-Unit-246,Factory E NM,FG,,,03-015,Product 03-015,KG,3892.0,1945.92,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-E-Unit-246,Factory E NM,FG,,,02-002,Product 02-002,KG,96608.0,48304.05,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-F-Unit-249,Factory F NM,FG,,,05-003,Product 05-003,KG,83039.0,41519.27,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-F-Unit-249,Factory F NM,FG,,,06-001,Product 06-001,KG,17319.0,8659.54,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-F-Unit-249,Factory F NM,FG,,,02-001,Product 02-001,KG,35694.0,17846.83,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-F-Unit-249,Factory F NM,FG,,,08-005,Product 08-005,KG,73047.0,36523.57,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-F-Unit-249,Factory F NM,FG,,,05-010,Product 05-010,KG,3538.0,1769.05,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-G-Unit-245,Factory G NM,FG,,,04-003,Product 04-003,KG,11678.0,5838.9,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-G-Unit-245,Factory G NM,FG,,,03-014,Product 03-014,KG,8820.0,4410.0,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-G-Unit-245,Factory G NM,FG,,,03-009,Product 03-009,KG,17056.0,8527.94,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-G-Unit-245,Factory G NM,FG,,,05-009,Product 05-009,KG,76911.0,38455.61,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-G-Unit-245,Factory G NM,FG,,,04-004,Product 04-004,KG,72952.0,36475.77,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-H-Unit-241,Factory H NM,FG,,,05-014,Product 05-014,KG,67426.0,33712.75,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-H-Unit-241,Factory H NM,FG,,,05-003,Product 05-003,KG,46047.0,23023.5,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-H-Unit-241,Factory H NM,FG,,,07-006,Product 07-006,KG,69555.0,34777.6,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-H-Unit-241,Factory H NM,FG,,,01-005,Product 01-005,KG,8831.0,4415.68,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-H-Unit-241,Factory H NM,FG,,,07-008,Product 07-008,KG,86265.0,43132.72,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-I-Unit-247,Factory I NM,FG,,,07-003,Product 07-003,KG,82382.0,41190.75,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-I-Unit-247,Factory I NM,FG,,,05-001,Product 05-001,KG,34851.0,17425.62,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-I-Unit-247,Factory I NM,FG,,,03-005,Product 03-005,KG,11355.0,5677.67,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-I-Unit-247,Factory I NM,FG,,,08-012,Product 08-012,KG,78930.0,39464.96,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-I-Unit-247,Factory I NM,FG,,,07-008,Product 07-008,KG,46549.0,23274.59,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-J-Unit-242,Factory J NM,FG,,,07-001,Product 07-001,KG,37664.0,18832.06,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-J-Unit-242,Factory J NM,FG,,,05-010,Product 05-010,KG,8031.0,4015.59,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-J-Unit-242,Factory J NM,FG,,,07-002,Product 07-002,KG,85528.0,42763.84,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-J-Unit-242,Factory J NM,FG,,,06-006,Product 06-006,KG,99316.0,49657.92,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-J-Unit-242,Factory J NM,FG,,,08-010,Product 08-010,KG,82003.0,41001.57,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-K-Unit-243,Factory K NM,FG,,,07-014,Product 07-014,KG,19041.0,9520.72,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-K-Unit-243,Factory K NM,FG,,,01-010,Product 01-010,KG,57385.0,28692.46,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-K-Unit-243,Factory K NM,FG,,,02-012,Product 02-012,KG,91396.0,45697.8,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-K-Unit-243,Factory K NM,FG,,,02-009,Product 02-009,KG,96899.0,48449.63,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-K-Unit-243,Factory K NM,FG,,,05-014,Product 05-014,KG,66302.0,33151.11,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-L-Unit-248,Factory L NM,FG,,,08-013,Product 08-013,KG,95143.0,47571.65,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-L-Unit-248,Factory L NM,FG,,,04-007,Product 04-007,KG,72215.0,36107.42,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-L-Unit-248,Factory L NM,FG,,,07-003,Product 07-003,KG,50268.0,25134.06,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-L-Unit-248,Factory L NM,FG,,,05-012,Product 05-012,KG,64781.0,32390.46,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-L-Unit-248,Factory L NM,FG,,,01-003,Product 01-003,KG,42572.0,21286.05,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-M-Unit-250,Factory M NM,FG,,,04-004,Product 04-004,KG,12452.0,6226.1,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-M-Unit-250,Factory M NM,FG,,,03-012,Product 03-012,KG,96489.0,48244.64,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-M-Unit-250,Factory M NM,FG,,,07-014,Product 07-014,KG,58182.0,29091.05,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-M-Unit-250,Factory M NM,FG,,,07-004,Product 07-004,KG,16801.0,8400.71,,,,,,,,,
,,2024-01-31,,,,,,2024-01-31,FAC-M-Unit-250,Factory M NM,FG,,,03-004,Product 03-004,KG,32521.0,16260.68,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-A-Unit-240,Factory A NM,FG,,,04-015,Product 04-015,KG,23469.0,11734.26,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-A-Unit-240,Factory A NM,FG,,,04-005,Product 04-005,KG,50836.0,25417.91,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-A-Unit-240,Factory A NM,FG,,,06-004,Product 06-004,KG,82812.0,41406.17,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-A-Unit-240,Factory A NM,FG,,,03-008,Product 03-008,KG,82001.0,41000.39,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-A-Unit-240,Factory A NM,FG,,,05-015,Product 05-015,KG,79840.0,39919.76,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-B-Unit-251,Factory B NM,FG,,,03-015,Product 03-015,KG,29179.0,14589.38,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-B-Unit-251,Factory B NM,FG,,,05-014,Product 05-014,KG,55998.0,27998.77,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-B-Unit-251,Factory B NM,FG,,,05-005,Product 05-005,KG,13242.0,6620.9,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-B-Unit-251,Factory B NM,FG,,,03-008,Product 03-008,KG,94395.0,47197.47,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-B-Unit-251,Factory B NM,FG,,,08-012,Product 08-012,KG,30509.0,15254.43,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-C-Unit-244,Factory C NM,FG,,,02-012,Product 02-012,KG,41066.0,20532.82,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-C-Unit-244,Factory C NM,FG,,,08-012,Product 08-012,KG,76314.0,38156.98,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-C-Unit-244,Factory C NM,FG,,,05-009,Product 05-009,KG,65787.0,32893.29,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-C-Unit-244,Factory C NM,FG,,,07-003,Product 07-003,KG,19424.0,9712.12,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-C-Unit-244,Factory C NM,FG,,,07-008,Product 07-008,KG,7021.0,3510.74,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-D-Unit-252,Factory D NM,FG,,,01-014,Product 01-014,KG,18566.0,9282.84,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-D-Unit-252,Factory D NM,FG,,,03-004,Product 03-004,KG,88527.0,44263.38,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-D-Unit-252,Factory D NM,FG,,,06-004,Product 06-004,KG,58080.0,29039.93,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-D-Unit-252,Factory D NM,FG,,,04-013,Product 04-013,KG,87010.0,43505.1,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-D-Unit-252,Factory D NM,FG,,,03-007,Product 03-007,KG,48458.0,24229.15,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-E-Unit-246,Factory E NM,FG,,,02-015,Product 02-015,KG,21206.0,10602.96,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-E-Unit-246,Factory E NM,FG,,,01-004,Product 01-004,KG,59030.0,29515.24,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-E-Unit-246,Factory E NM,FG,,,02-007,Product 02-007,KG,79039.0,39519.66,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-E-Unit-246,Factory E NM,FG,,,03-013,Product 03-013,KG,18586.0,9293.13,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-E-Unit-246,Factory E NM,FG,,,02-009,Product 02-009,KG,12638.0,6319.21,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-F-Unit-249,Factory F NM,FG,,,05-002,Product 05-002,KG,80416.0,40207.75,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-F-Unit-249,Factory F NM,FG,,,03-008,Product 03-008,KG,64890.0,32445.12,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-F-Unit-249,Factory F NM,FG,,,06-011,Product 06-011,KG,67557.0,33778.63,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-F-Unit-249,Factory F NM,FG,,,08-015,Product 08-015,KG,83562.0,41780.88,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-F-Unit-249,Factory F NM,FG,,,02-008,Product 02-008,KG,58235.0,29117.38,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-G-Unit-245,Factory G NM,FG,,,06-009,Product 06-009,KG,53467.0,26733.61,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-G-Unit-245,Factory G NM,FG,,,04-012,Product 04-012,KG,83804.0,41902.16,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-G-Unit-245,Factory G NM,FG,,,01-013,Product 01-013,KG,5247.0,2623.54,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-G-Unit-245,Factory G NM,FG,,,01-003,Product 01-003,KG,28301.0,14150.54,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-G-Unit-245,Factory G NM,FG,,,03-009,Product 03-009,KG,48026.0,24012.77,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-H-Unit-241,Factory H NM,FG,,,06-015,Product 06-015,KG,61921.0,30960.28,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-H-Unit-241,Factory H NM,FG,,,08-002,Product 08-002,KG,8755.0,4377.7,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-H-Unit-241,Factory H NM,FG,,,07-005,Product 07-005,KG,86719.0,43359.37,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-H-Unit-241,Factory H NM,FG,,,06-006,Product 06-006,KG,29974.0,14986.94,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-H-Unit-241,Factory H NM,FG,,,01-005,Product 01-005,KG,62275.0,31137.51,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-I-Unit-247,Factory I NM,FG,,,03-013,Product 03-013,KG,10478.0,5238.95,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-I-Unit-247,Factory I NM,FG,,,01-005,Product 01-005,KG,7581.0,3790.45,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-I-Unit-247,Factory I NM,FG,,,02-009,Product 02-009,KG,38684.0,19341.95,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-I-Unit-247,Factory I NM,FG,,,08-014,Product 08-014,KG,47455.0,23727.26,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-I-Unit-247,Factory I NM,FG,,,07-001,Product 07-001,KG,61694.0,30846.91,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-J-Unit-242,Factory J NM,FG,,,03-012,Product 03-012,KG,30526.0,15262.87,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-J-Unit-242,Factory J NM,FG,,,04-014,Product 04-014,KG,14694.0,7346.8,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-J-Unit-242,Factory J NM,FG,,,08-011,Product 08-011,KG,84611.0,42305.65,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-J-Unit-242,Factory J NM,FG,,,01-011,Product 01-011,KG,75197.0,37598.28,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-J-Unit-242,Factory J NM,FG,,,02-001,Product 02-001,KG,21750.0,10874.82,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-K-Unit-243,Factory K NM,FG,,,02-011,Product 02-011,KG,2357.0,1178.69,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-K-Unit-243,Factory K NM,FG,,,05-002,Product 05-002,KG,76452.0,38225.87,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-K-Unit-243,Factory K NM,FG,,,03-004,Product 03-004,KG,76622.0,38310.93,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-K-Unit-243,Factory K NM,FG,,,03-013,Product 03-013,KG,79320.0,39659.88,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-K-Unit-243,Factory K NM,FG,,,05-009,Product 05-009,KG,93143.0,46571.32,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-L-Unit-248,Factory L NM,FG,,,08-014,Product 08-014,KG,70486.0,35243.03,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-L-Unit-248,Factory L NM,FG,,,01-005,Product 01-005,KG,89846.0,44923.1,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-L-Unit-248,Factory L NM,FG,,,07-003,Product 07-003,KG,45945.0,22972.39,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-L-Unit-248,Factory L NM,FG,,,01-013,Product 01-013,KG,66377.0,33188.3,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-L-Unit-248,Factory L NM,FG,,,03-014,Product 03-014,KG,74980.0,37489.76,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-M-Unit-250,Factory M NM,FG,,,03-013,Product 03-013,KG,53990.0,26994.8,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-M-Unit-250,Factory M NM,FG,,,07-013,Product 07-013,KG,56524.0,28262.2,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-M-Unit-250,Factory M NM,FG,,,07-006,Product 07-006,KG,50415.0,25207.35,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-M-Unit-250,Factory M NM,FG,,,06-003,Product 06-003,KG,42168.0,21084.15,,,,,,,,,
,,2024-02-29,,,,,,2024-02-29,FAC-M-Unit-250,Factory M NM,FG,,,07-003,Product 07-003,KG,26725.0,13362.29,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-A-Unit-240,Factory A NM,FG,,,06-013,Product 06-013,KG,18919.0,9459.39,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-A-Unit-240,Factory A NM,FG,,,01-015,Product 01-015,KG,26717.0,13358.7,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-A-Unit-240,Factory A NM,FG,,,02-007,Product 02-007,KG,88005.0,44002.32,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-A-Unit-240,Factory A NM,FG,,,01-002,Product 01-002,KG,44733.0,22366.41,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-A-Unit-240,Factory A NM,FG,,,06-010,Product 06-010,KG,28832.0,14416.1,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-B-Unit-251,Factory B NM,FG,,,02-014,Product 02-014,KG,70864.0,35432.25,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-B-Unit-251,Factory B NM,FG,,,08-007,Product 08-007,KG,75084.0,37541.82,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-B-Unit-251,Factory B NM,FG,,,03-011,Product 03-011,KG,26840.0,13419.99,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-B-Unit-251,Factory B NM,FG,,,06-011,Product 06-011,KG,87819.0,43909.27,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-B-Unit-251,Factory B NM,FG,,,07-014,Product 07-014,KG,47063.0,23531.3,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-C-Unit-244,Factory C NM,FG,,,02-012,Product 02-012,KG,70672.0,35336.12,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-C-Unit-244,Factory C NM,FG,,,03-010,Product 03-010,KG,56928.0,28463.91,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-C-Unit-244,Factory C NM,FG,,,01-004,Product 01-004,KG,7989.0,3994.57,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-C-Unit-244,Factory C NM,FG,,,03-015,Product 03-015,KG,66238.0,33118.99,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-C-Unit-244,Factory C NM,FG,,,04-007,Product 04-007,KG,47758.0,23879.19,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-D-Unit-252,Factory D NM,FG,,,05-015,Product 05-015,KG,99015.0,49507.33,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-D-Unit-252,Factory D NM,FG,,,07-002,Product 07-002,KG,68314.0,34156.77,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-D-Unit-252,Factory D NM,FG,,,01-007,Product 01-007,KG,90284.0,45141.89,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-D-Unit-252,Factory D NM,FG,,,03-006,Product 03-006,KG,77937.0,38968.4,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-D-Unit-252,Factory D NM,FG,,,06-011,Product 06-011,KG,54891.0,27445.57,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-E-Unit-246,Factory E NM,FG,,,08-001,Product 08-001,KG,19719.0,9859.72,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-E-Unit-246,Factory E NM,FG,,,04-008,Product 04-008,KG,65384.0,32691.97,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-E-Unit-246,Factory E NM,FG,,,01-001,Product 01-001,KG,99293.0,49646.56,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-E-Unit-246,Factory E NM,FG,,,02-014,Product 02-014,KG,63014.0,31506.95,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-E-Unit-246,Factory E NM,FG,,,01-012,Product 01-012,KG,5506.0,2752.96,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-F-Unit-249,Factory F NM,FG,,,05-003,Product 05-003,KG,94622.0,47310.76,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-F-Unit-249,Factory F NM,FG,,,07-005,Product 07-005,KG,22195.0,11097.44,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-F-Unit-249,Factory F NM,FG,,,05-005,Product 05-005,KG,39459.0,19729.3,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-F-Unit-249,Factory F NM,FG,,,05-001,Product 05-001,KG,4465.0,2232.55,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-F-Unit-249,Factory F NM,FG,,,05-014,Product 05-014,KG,76827.0,38413.45,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-G-Unit-245,Factory G NM,FG,,,03-004,Product 03-004,KG,92203.0,46101.61,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-G-Unit-245,Factory G NM,FG,,,01-008,Product 01-008,KG,65076.0,32538.01,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-G-Unit-245,Factory G NM,FG,,,06-005,Product 06-005,KG,28553.0,14276.73,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-G-Unit-245,Factory G NM,FG,,,05-002,Product 05-002,KG,14079.0,7039.43,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-G-Unit-245,Factory G NM,FG,,,02-008,Product 02-008,KG,16673.0,8336.55,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-H-Unit-241,Factory H NM,FG,,,08-005,Product 08-005,KG,48275.0,24137.64,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-H-Unit-241,Factory H NM,FG,,,05-010,Product 05-010,KG,40572.0,20286.2,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-H-Unit-241,Factory H NM,FG,,,08-008,Product 08-008,KG,40705.0,20352.49,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-H-Unit-241,Factory H NM,FG,,,03-004,Product 03-004,KG,43567.0,21783.39,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-H-Unit-241,Factory H NM,FG,,,08-010,Product 08-010,KG,25734.0,12866.86,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-I-Unit-247,Factory I NM,FG,,,03-010,Product 03-010,KG,60579.0,30289.46,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-I-Unit-247,Factory I NM,FG,,,06-008,Product 06-008,KG,15916.0,7958.09,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-I-Unit-247,Factory I NM,FG,,,07-009,Product 07-009,KG,65513.0,32756.27,,,,,,,,,
,,2024-03-31,,,,,,2024-03-31,FAC-I-Unit-247,Factory I NM,FG,,,08-001,Product 08-001,KG,86581.0,43290.33,,,,,,,,,
